title,publishedAt,sentiment
Azerbaijani Journalist Speaks from Exile After Six Colleagues Jailed Ahead of Climate Talks,2024-11-20,Neutral
What's next for electric vehicles under Trump?,2024-11-20,Neutral
Trump Wants To Ease Rules for Self-Driving Cars,2024-11-20,Neutral
There’s a Cybertruck in Trump’s Motorcade Now,2024-11-20,Neutral
Nvidia releases earnings: Takeaways from Mag 7 Q3 results,2024-11-20,Neutral
Elon Musk wants to meet Alex Soros to ‘understand his goals’ after comparing his billionaire dad George to an X-Men villain,2024-11-20,Neutral
Trump wants a big expansion in fossil fuel production. Can he do that?,2024-11-20,Neutral
【動画】テスラ人型ロボット「Tesla Bot」と交流するキム・カーダシアン...「金持ち自慢」と批判の声も [最新記事_2],2024-11-20,Neutral
"Meet the updated 2026 Genesis Electrified GV70, now with more range and an NACS port",2024-11-20,Neutral
VinFast emerges as Vietnam's leading EV maker amid push to meet year-end delivery targets,2024-11-20,Positive
Why Bitcoin is More Important than AI,2024-11-20,Neutral
"2026 Genesis GV70 refresh includes updated EV, NACS port",2024-11-20,Neutral
Robinhood Takes Aim At One Of Charles Schwab's Remaining Bastions,2024-11-20,Neutral
"Jaguar Rebrand Sparks Confusion, Angers Anti-‘Woke’ Critics—Including Elon Musk And Andrew Tate",2024-11-20,Neutral
Kim Kardashian trolls the trolls in steamy photoshoot with her Tesla robot ‘boyfriend’,2024-11-20,Neutral
Musk and Trump: Ethic concerns and conflicts of interest,2024-11-20,Negative
Elon Musk risks conflict of interest in Trump administration,2024-11-20,Negative
Elon Musk and conflicts of interest in Trump administration,2024-11-20,Neutral
Nvidia crushes earnings expectations on AI chip demand,2024-11-20,Positive
MSTU’s Bitcoin Leverage Spikes 900% in Two Months,2024-11-20,Neutral
'He would be a terrible enemy': Trump warned against attempt to 'break up' with key ally,2024-11-20,Negative
"Save $140 on Leviton’s level 2 48A hardwired EV charging station while it’s at a new $559 low (Reg. $699), more",2024-11-20,Neutral
5G Techritory 2024 Reaches Beyond Mobile Connectivity,2024-11-20,Neutral
"DOGE should push its cuts 'to the very limit,' says Argentine president who inspired Musk and Ramaswamy",2024-11-20,Neutral
Thinking Like an Engineer,2024-11-20,Neutral
The Survivalist’s Odds ‘n Sods,2024-11-20,Neutral
One Economist Thinks Elon Musk Holds The Key To Affordable Mortgages – Here's Why,2024-11-20,Neutral
"Bitcoin Nears $95,000 As First Bitcoin ETF Options See Huge Volumes",2024-11-20,Positive
Can a Social Network Sue a Company for Not Advertising?,2024-11-20,Neutral
"ALLPOWERS Black Friday sale takes $1,800 off power stations, GE 2-in-1 washer/dryer $1,150 off, Leviton level 2 EV charger $559, more",2024-11-20,Neutral
Government commits to ZEV mandate despite manufacturer pressure,2024-11-20,Negative
Nissan wants 'urgent' action on ZEV mandate after government talks,2024-11-20,Neutral
Brazil's president is trying to get billionaires taxed fairly — here's where he has got to so far,2024-11-20,Neutral
Why Does Elon Musk Support Ending EV Tax Credits? Here Are Two Reasons,2024-11-20,Neutral
"New Teaser Trailer and Poster For ALIEN: EARTH - ""Mother Earth is Expecting""",2024-11-20,Neutral
How to Think Like an Engineer,2024-11-20,Neutral
Nvidia Crushes Earnings Expectations On AI Chip Demand,2024-11-20,Positive
"Awaiting Trump, US Auto Execs Further Temper EV Push",2024-11-20,Positive
Outrageous Travel Gifts For The Man That Has Everything,2024-11-20,Neutral
"Susie Wiles, Trump’s pick for chief of staff, ran P.R. campaigns for GAVI, the Vaccine Alliance, Gilead, Pfizer, and long list of globalist companies",2024-11-20,Neutral
"Elon Musk Predicts Tesla Cybertrucks, Optimus Robots Will Be Aboard SpaceX Starships To Mars In 2 Years",2024-11-20,Neutral
Mauricio Ruffy reacts to Elon Musk wearing Fighting Nerds glasses at UFC 309,2024-11-19,Neutral
British Sportscar Maker Jaguar Saw What Dylan Mulvaney Did For Bud Light's Sale and Decides It Wants to Jump On That Sinking Ship TooPlus: Tesla Launch,2024-11-19,Neutral
"Kim Kardashian has befriended Optimus, the Tesla bot",2024-11-19,Neutral
Musk Outlines Plans For Mass Cuts As Trump 'Efficiency' Czar,2024-11-20,Neutral
"Morgan Stanley Warns Of Slow Growth, Inflation From Trump's Tariff Plans",2024-11-20,Negative
Apple discontinues popular accessory many people need,2024-11-20,Negative
STMicroelectronics Sees Slowing Sales Growth Amid Chip Market Woes,2024-11-20,Negative
UAW says majority of workers at Ford joint-venture battery plant sign union cards,2024-11-20,Neutral
"Dr. Oz to run Medicare, Medicaid...",2024-11-19,Neutral
Dave Coulier to People Dragging John Stamos: 'Cut. It. Out.',2024-11-20,Neutral
Musk joins Trump’s call with Google CEO Sundar Pichai,2024-11-20,Neutral
Musk outlines plans for mass cuts as Trump 'efficiency' czar,2024-11-20,Neutral
‘Woke’ and ‘outdated’ rebrand for classic car brand roasted,2024-11-20,Neutral
"Wall Street ends mixed, Nvidia shares slip after the bell",2024-11-20,Negative
'Do You Sell Cars?': Tesla CEO Elon Musk Trolls Jaguar Rebrand on X,2024-11-20,Neutral
Palantir vs. Tesla: Which Growth Stock is a Better Buy Right Now?,2024-11-20,Positive
The Death of Safe: Why Your Brand Needs to Get Weird,2024-11-20,Negative
Ram’s first electric pickup is delayed: Here’s when it will now arrive,2024-11-19,Neutral
Trump administration paves the way for autonomous driving in the US – report,2024-11-20,Positive
Elon Musk ‘curious to meet’ left-wing billionaire Alex Soros in order to ‘understand his goals’,2024-11-20,Neutral
【動画】テスラ人型ロボット「Tesla Bot」と交流するキム・カーダシアン...「金持ち自慢」と批判の声も [最新記事_2],2024-11-20,Neutral
5G Techritory 2024 Reaches Beyond Mobile Connectivity,2024-11-20,Neutral
Dave Coulier to People Dragging John Stamos: 'Cut. It. Out.',2024-11-20,Neutral
Dear Quentin: As a Democrat who drives a Tesla I've been told that I'm a hypocrite. Should I sell my car? [Facepalm],2024-11-20,Neutral
US Senate panel to hold hearing on suspected Chinese hacking incidents,2024-11-20,Negative
"Could the S&P 500 Index hit 6,500 by the end of 2025?",2024-11-20,Neutral
​Elon Musk and Vivek Ramaswamy approve the 'very reasonable proposal' to abolish Department of Education,2024-11-20,Neutral
"Brazil's first lady aims explicit joke at key target of husband's administration: 'F--k you, Elon Musk'",2024-11-20,Neutral
Why Bother Doing Content Marketing? - Ceebeks,2024-11-20,Neutral
Trump wants a big expansion in fossil fuel production. Can he do that?,2024-11-20,Neutral
Brazil's president is trying to get billionaires taxed fairly — here's where he has got to so far,2024-11-20,Neutral
China's Xpeng says no impact from US curbs on its Turing AI chip output,2024-11-20,Neutral
Senator says Trump cannot ignore law requiring ByteDance to divest TikTok by next year,2024-11-20,Neutral
"Trump, Musk watch SpaceX launch Starship, booster misses landing",2024-11-20,Neutral
Stuck on stupid: Jaguar takes a drive off Bud Light cliff,2024-11-20,Negative
"Why isn't Joe Biden at Elon Musk's mighty, history-making, SpaceX launches?",2024-11-20,Neutral
X Out - by John Paul Brammer - ¡Hola Papi!,2024-11-20,Neutral
"Trump tariffs to push down U.S. growth 'a great deal' going into 2026, Morgan Stanley warns",2024-11-20,Positive
The Case for Resistance : What We’re Up Against—and What It Could Look Like to Fight,2024-11-20,Neutral
"Tesla, Trump and the China tariff clash",2024-11-20,Neutral
"FIAT Panda, l'auto più amata dagli italiani si può noleggiare a 298 euro al mese",2024-11-20,Neutral
"Tesla recalls over 2,400 Cybertrucks due to faulty parts that could increase risk of crashing",2024-11-20,Negative
Elon Musk and conflicts of interest in Trump administration,2024-11-20,Neutral
Musk and Trump: Ethic concerns and conflicts of interest,2024-11-20,Negative
Elon Musk risks conflict of interest in Trump administration,2024-11-20,Negative
"Susie Wiles, Trump’s pick for chief of staff, ran P.R. campaigns for GAVI, the Vaccine Alliance, Gilead, Pfizer, and long list of globalist companies",2024-11-20,Neutral
"Elon Musk Predicts Tesla Cybertrucks, Optimus Robots Will Be Aboard SpaceX Starships To Mars In 2 Years",2024-11-20,Neutral
STMicroelectronics Sees Slowing Sales Growth Amid Chip Market Woes,2024-11-20,Negative
"Exclusive-In high-wage Germany, VW's labour costs outstrip the competition",2024-11-20,Negative
"POWSCHE up 740% in a week, but how far will memecoin mania take it now?",2024-11-20,Neutral
Unsecured JupyterLab and Jupyter Notebooks servers abused for illegal streaming of Sports events,2024-11-20,Negative
Elon Musk and Vivek Ramaswamy approve the 'very reasonable proposal' to abolish Department of Education,2024-11-20,Neutral
"In high-wage Germany, Volkswagen's labour costs outstrip the competition",2024-11-20,Negative
Niantic har byggt en AI-baserad positioneringsmodell,2024-11-20,Neutral
Tesla self-driving Robotaxi shown in UK ahead of 2027 launch,2024-11-20,Positive
'It's bananas:' Toy fruit becomes first zero-g indicator to fly on SpaceX Starship,2024-11-20,Neutral
Elon Musk wants to meet Alex Soros to ‘understand his goals’ after comparing his billionaire dad George to an X-Men villain,2024-11-20,Neutral
VinFast emerges as Vietnam's leading EV maker amid push to meet year-end delivery targets,2024-11-20,Positive
"DOGE should push its cuts 'to the very limit,' says Argentine president who inspired Musk and Ramaswamy",2024-11-20,Neutral
"Wall Street ends mixed, Nvidia shares slip after the bell",2024-11-20,Negative
The Death of Safe: Why Your Brand Needs to Get Weird,2024-11-20,Negative
What Trump isn’t telling you about his tariff plan,2024-11-20,Neutral
Apple addressed two actively exploited zero-day vulnerabilities,2024-11-20,Neutral
Tesla makes finding charging stations for people towing trailers easier,2024-11-20,Positive
How much of Musk’s wealth comes from tax dollars and government help? | CNN Business,2024-11-20,Neutral
"Supermagnet 100,000x stronger than Earth’s magnetic field to bring nuclear power closer",2024-11-20,Positive
'Breath of fresh air': Delta's CEO is optimistic about Trump,2024-11-20,Positive
President-elect Trump's relationship with Elon Musk raises ethics concerns,2024-11-20,Negative
Jaguar exec promises his team have not been ‘sniffing the white stuff’ as the luxury carmaker’s rebrand receives online backlash,2024-11-20,Neutral
Azerbaijani Journalist Speaks from Exile After Six Colleagues Jailed Ahead of Climate Talks,2024-11-20,Neutral
'He would be a terrible enemy': Trump warned against attempt to 'break up' with key ally,2024-11-20,Negative
One Economist Thinks Elon Musk Holds The Key To Affordable Mortgages – Here's Why,2024-11-20,Neutral
Can a Social Network Sue a Company for Not Advertising?,2024-11-20,Neutral
Why Does Elon Musk Support Ending EV Tax Credits? Here Are Two Reasons,2024-11-20,Neutral
"Morgan Stanley Warns Of Slow Growth, Inflation From Trump's Tariff Plans",2024-11-20,Negative
Palantir vs. Tesla: Which Growth Stock is a Better Buy Right Now?,2024-11-20,Positive
Did Elon Musk and Trump's lawyer Boris Epshteyn come to blows at Mar-a-Lago last week over the president-elect's Cabinet picks? Here's what reports are saying,2024-11-20,Neutral
What Trump 2.0 means for tech and AI regulation,2024-11-20,Neutral
Fundstrat’s Tom Lee Says Stock Market Sitting at Bullish Support Levels With ‘Trump Trade’ Still Intact,2024-11-20,Positive
Why Donald Trump’s election win fuelled a stock market surge,2024-11-20,Positive
Jaguar's Rebrand Called 'Disastrous' as Focus on Diversity Comes Under Fire,2024-11-20,Negative
Tesla’s Stock Jump 5% After Trump Contemplates Creating Federal Framework for Self-Driving Vehicles,2024-11-20,Positive
"Elon Musk, big tech ties to China raise security concerns",2024-11-20,Negative
FACT CHECK: Did Elon Musk Acquire Ford?,2024-11-20,Neutral
Neural Processor Market to Reach USD 1085.1 Million by 2032 Driven by Advancements in AI-Powered Applications | Research by SNS Insider,2024-11-20,Positive
"Act now for $7,500 EV tax credit: There's 'real risk' Trump will axe funding in 2025, lawyer says",2024-11-20,Negative
Kim Kardashian Gets Hands-On With Tesla Bot in Bizarre Photo Shoot,2024-11-20,Neutral
"The links between neuroinflammation, brain structure and depressive disorder: A cross-sectional study protocol",2024-11-20,Neutral
"STMicro partners with Hua Hong as chipmakers need China, says CEO",2024-11-20,Neutral
Cybertruck Spotted in Donald Trump Motorcade,2024-11-20,Neutral
Kim Kardashian’s New Boyfriend Is… a Tesla Robot?,2024-11-20,Neutral
Search the history of how Tesla acquired more bitcoins.,2024-11-20,Neutral
Here's why so many Tesla Cybertrucks are suddenly being spotted in Toronto,2024-11-20,Neutral
Show me a current top list of all the corporate entities which hold the most bitcoins as well as the countries and institutions and individuals who own the most bitcoins.,2024-11-20,Neutral
Trump Wants To Ease Rules for Self-Driving Cars,2024-11-20,Neutral
There’s a Cybertruck in Trump’s Motorcade Now,2024-11-20,Neutral
Kim Kardashian trolls the trolls in steamy photoshoot with her Tesla robot ‘boyfriend’,2024-11-20,Neutral
"Save $140 on Leviton’s level 2 48A hardwired EV charging station while it’s at a new $559 low (Reg. $699), more",2024-11-20,Neutral
Thinking Like an Engineer,2024-11-20,Neutral
The Survivalist’s Odds ‘n Sods,2024-11-20,Neutral
"New Teaser Trailer and Poster For ALIEN: EARTH - ""Mother Earth is Expecting""",2024-11-20,Neutral
Outrageous Travel Gifts For The Man That Has Everything,2024-11-20,Neutral
Musk joins Trump’s call with Google CEO Sundar Pichai,2024-11-20,Neutral
Are Tesla cars safe? New study says they have the highest fatal crash rate of any car brand in the US,2024-11-20,Positive
Hacker obtained documents tied to lawsuit over Matt Gaetz’s sexual misconduct allegations,2024-11-20,Neutral
"Acurx Pharmaceuticals to add up to $1 million in bitcoin for treasury reserve, following MicroStrategy's playbook",2024-11-20,Neutral
Elon Musk emerges as Trump’s closest confidant: ‘Not even a close second’,2024-11-20,Neutral
JD Power Picks Bizarre Cars For Best Resale Value Awards,2024-11-20,Positive
3D Rendering Market Size Expected to Reach USD 23.78 Bn by 2034,2024-11-20,Neutral
"Act now for $7,500 EV tax credit: There’s ‘real risk’ Trump will axe funding in 2025, lawyer says",2024-11-20,Negative
Why advanced robots still struggle with simple tasks,2024-11-20,Negative
Respect stakeholders or feel the pain. Brand lessons for Jaguar and The Guardian,2024-11-20,Negative
Trump chooses former acting Attorney General Matt Whitaker as NATO ambassador,2024-11-20,Neutral
NIO shares details of first 'Firefly' EV before launching next month,2024-11-20,Neutral
Is Kim Kardashian Just a Republican Now?,2024-11-20,Neutral
What We Know About Elon Musk’s ‘Department Of Government Efficiency’—As Musk Reveals Spending Targets,2024-11-20,Neutral
Fiery Tesla Crash Highlights Need for Mechanical Door Handles,2024-11-20,Neutral
Bitcoin is going to take over the planet!,2024-11-20,Neutral
Distinctive Gifts For The Modern Business Leader,2024-11-20,Positive
What's next for electric vehicles under Trump?,2024-11-20,Neutral
Why Bitcoin is More Important than AI,2024-11-20,Neutral
"2026 Genesis GV70 refresh includes updated EV, NACS port",2024-11-20,Neutral
"Jaguar Rebrand Sparks Confusion, Angers Anti-‘Woke’ Critics—Including Elon Musk And Andrew Tate",2024-11-20,Neutral
"ALLPOWERS Black Friday sale takes $1,800 off power stations, GE 2-in-1 washer/dryer $1,150 off, Leviton level 2 EV charger $559, more",2024-11-20,Neutral
Government commits to ZEV mandate despite manufacturer pressure,2024-11-20,Negative
Nissan wants 'urgent' action on ZEV mandate after government talks,2024-11-20,Neutral
How to Think Like an Engineer,2024-11-20,Neutral
"Awaiting Trump, US Auto Execs Further Temper EV Push",2024-11-20,Positive
Musk Outlines Plans For Mass Cuts As Trump 'Efficiency' Czar,2024-11-20,Neutral
Apple discontinues popular accessory many people need,2024-11-20,Negative
UAW says majority of workers at Ford joint-venture battery plant sign union cards,2024-11-20,Neutral
‘Woke’ and ‘outdated’ rebrand for classic car brand roasted,2024-11-20,Neutral
Elon Musk ‘curious to meet’ left-wing billionaire Alex Soros in order to ‘understand his goals’,2024-11-20,Neutral
Musk details mass cuts to US federal spending and staff,2024-11-20,Neutral
"Elon Musk, Vivek Ramaswamy Plan To Slash US Federal Spending And Regulation",2024-11-20,Neutral
"Awaiting Trump, US auto execs further temper EV push",2024-11-20,Positive
Trump to be sworn in as 47th U.S President on January 20: Here are A-list celebrities who are planning to leave America,2024-11-20,Neutral
MicroStrategy Stock Sets Record as Bitcoin Hits Another All-Time High Price,2024-11-20,Positive
"As Automaker Jaguar Rebrands Itself With New Logo, Netizens Unimpressed",2024-11-20,Negative
"Tesla Powerwall is the best solar, home backup, and EV charging companion",2024-11-20,Positive
The DOGE commission explains how it will reduce head count at federal agencies with a plan to get rid of remote work and offer workers early retirement,2024-11-20,Neutral
These under-the-radar stocks have surged since Donald Trump's election win,2024-11-20,Positive
"Trump's cut to Biden's EV tax credit, backed by Musk, may impact auto industry, experts say",2024-11-20,Negative
Stocks edge lower as investors weigh geopolitical tensions,2024-11-20,Negative
We Have to Point Out That Elon Musk Clearly Has Huge Daddy Issues,2024-11-20,Negative
Republicans Were Ready to Torch Elon Musk for Blowing the Election. Then Trump Won,2024-11-20,Neutral
The Hyundai Ioniq 9 is a three-row electric SUV with room to grow,2024-11-21,Positive
"Box CEO Aaron Levie, who voted for Kamala Harris, explains why more Democrats should embrace Elon Musk",2024-11-21,Neutral
Cybertruck Values Have Cratered And Are Still Dropping,2024-11-21,Negative
Grimes says she was 'going bankrupt' during custody battle with Elon Musk,2024-11-21,Neutral
Bumper Stickers That Let Tesla Owners Declare They Know Elon Musk Is Mad Are Booming,2024-11-21,Neutral
"European car sales flat in October, EVs gain ground, ACEA says",2024-11-21,Positive
How Elon Musk Became a Kingmaker,2024-11-21,Neutral
Bezos denies Musk's claim he told people to sell Tesla and SpaceX stock since Trump would lose,2024-11-21,Negative
The DOJ vs. Google: Breaking down the latest in the antitrust case and what it means for Chrome's future,2024-11-21,Neutral
“100% Not True”: Jeff Bezos Responds To Elon Musk’s Gossipy Claim That He Predicted Trump Loss And Urged Sale Of Tesla And SpaceX Stock,2024-11-21,Neutral
Matt Gaetz AG nomination: Timeline,2024-11-21,Neutral
【悲報】テスラ、ガストの看板を一時停止と認識してしまうｗｗｗｗｗｗｗ　（画像あり）,2024-11-21,Neutral
Musk Claims Bezos Told ‘Everyone’ To Sell Tesla Stock Before Trump’s Win—Latest In Billionaire Rivalry,2024-11-21,Neutral
"3,600-Mile 2008 Tesla Roadster",2024-11-21,Neutral
"Uber, Lyft plan robotaxi fleet expansions",2024-11-21,Neutral
"Musk Said Bezos' Ex-Wife, MacKenzie Scott, Was a Reason 'Western Civilization Died'",2024-11-20,Negative
Kim Kardashian Holds Hands With Tesla Robot in New Polarizing Photos,2024-11-21,Neutral
"2025 VW Tiguan: Faster, lighter, and smarter — everything you need to know",2024-11-21,Positive
2026 Kia EV9 GT Is A 501-HP Family Hauler With An Electronically Controlled Suspension,2024-11-21,Neutral
"2025 Kia EV6 Has Lights Inspired By Constellations, NACS Charging And More Range",2024-11-21,Neutral
Bezos Denies Claim He Said To Sell Tesla Stock And Trump Would Lose—Latest In Musk Feud,2024-11-21,Negative
"Elon Musk Says Amazon Founder Jeff Bezos Urged Tesla, SpaceX Investors To Dump Stakes, Predicting Trump's Loss",2024-11-21,Negative
Ark’s Cathie Wood lets retail investors bet on Elon Musk’s private startups and potentially profit from his proximity to Trump,2024-11-21,Neutral
Elon Musk may soon do Samsung a huge favor through Tesla,2024-11-21,Neutral
"Musk, Ramaswamy outline ‘drastic’ cuts as US gov’t efficiency tsars",2024-11-21,Neutral
What We Know About Elon Musk’s ‘Department Of Government Efficiency’—As Marjorie Taylor Greene Enters Fold,2024-11-21,Neutral
"Chinese cyberspies, Musk’s Beijing ties, labelled ‘real risk’ to US security by senator",2024-11-20,Negative
Faster Charging Doesn’t Help As Much As We Think,2024-11-21,Negative
"Tesla Model 3 Highland facelift gets Acceleration Boost in certain markets, 0-100 down from 4.4s to 3.8s",2024-11-21,Positive
Musk and Ramaswamy's DOGE will work with Marjorie Taylor Greene on cost-cutting,2024-11-21,Neutral
Most Tesla Semi Customers Have Waited Seven Years Already. Will They Really Have To Wait A Full Decade?,2024-11-21,Neutral
"Hertz Continues To Be Hertz, Threatens Customer With Arrest For Using Too Many Of His ‘Unlimited’ Miles",2024-11-21,Neutral
1 Wall Street Analyst Thinks Tesla Stock Is Going to $400. Is It a Buy?,2024-11-21,Positive
Musk and Ramaswamy float ending remote work for federal employees or ‘large-scale firings’,2024-11-20,Neutral
"Kim Kardashian Slated as 'Weird' For Posing Topless in Barmy Night-Time Photoshoot with Elon Musk's 'Creepy' $30,000 'Tesla Bot'",2024-11-20,Neutral
FAA Approves Starship Flights Every Two Weeks in 2025,2024-11-21,Neutral
Jeff Bezos says Elon Musk's claims are '100% not true' after the Tesla CEO reignites their feud,2024-11-21,Neutral
Carte Blanche Thinking,2024-11-21,Neutral
"Bitcoin Prices Reach $95,000 For The First Time In History",2024-11-21,Neutral
Kia EV9 GT: seven-seater gets 501bhp and sports car pace,2024-11-21,Neutral
Elon Musk and Vivek Ramaswamy’s Cutting Edge Idea for Shrinking the Budget: Fire Everyone Who Doesn’t Want to Work in the Office Five Days a Week,2024-11-21,Neutral
Jeff Bezos Fires Back at Elon Musk’s Claim He Thought Trump Would Lose: ‘100% Not True’,2024-11-21,Negative
Nvidia releases earnings: Takeaways from Mag 7 Q3 results,2024-11-20,Neutral
Auto worker wipeout: Why car companies are cutting thousands of jobs,2024-11-21,Neutral
Hyundai's three-row Ioniq 9 EV is built for serious comfort,2024-11-21,Positive
Elon Musk and Vivek Ramaswamy are starting a 'Dogecast' podcast to chronicle their government efficiency drive,2024-11-21,Neutral
Elon Musk and Jeff Bezos Are Fighting Again,2024-11-21,Negative
"Meet the updated 2026 Genesis Electrified GV70, now with more range and an NACS port",2024-11-20,Neutral
2025 Performance EV of the Year: Testing the Most Fun Electric Cars on the Road and the Track,2024-11-21,Positive
Elon Musk claims Jeff Bezos predicted that Trump would lose election,2024-11-21,Neutral
One of the US’s first solar peaker plants – with Tesla Megapacks – just came online,2024-11-21,Neutral
This Broken Tesla Cybertruck Went Viral. Now It’s Heading to Auction.,2024-11-21,Neutral
Biden Administration Pushes For Last-Minute Crackdown On Big Tech—Here's How Trump's Approach Might Be Different,2024-11-21,Neutral
Robinhood Takes Aim At One Of Charles Schwab's Remaining Bastions,2024-11-20,Neutral
Office Pod Firm Raises Funds To Ride Trend In ‘Office Peacocking’,2024-11-21,Neutral
The Black Friday Effect: Harnessing Scarcity To Drive Innovation,2024-11-21,Positive
Trump v Musk: Unlikely Couple's 'Bromance' Body Language Decoded — With Expert Declaring it Shows The Don is Already Sick of Tesla Tycoon,2024-11-21,Neutral
"Lucid (LCID) teases Jaguar over its upcoming +$100,000 ultra-luxury EV",2024-11-21,Neutral
What’s The Most Embarrassing Car On Sale Today,2024-11-21,Neutral
The Critical Test For Business And Career Relevance,2024-11-21,Neutral
Slippery new DS 8 fastback to offer 466 miles of range,2024-11-21,Neutral
Nvidia crushes earnings expectations on AI chip demand,2024-11-20,Positive
MSTU’s Bitcoin Leverage Spikes 900% in Two Months,2024-11-20,Neutral
Hyundai unveils the gargantuan Ioniq 9 – a seven-seater SUV that can cruise for 385 miles on a charge and sterilize your smartphone,2024-11-21,Neutral
Meet The Most Trusted Companies In America 2025,2024-11-21,Positive
AI could turn against humanity – award-winning scientist,2024-11-21,Positive
Elon Musk says he's had little to do with Trump's picks for cabinet — he just likes 'spending time' with the man,2024-11-21,Neutral
"Dogecoin Code Appears In CyberTruck And Model 3 Website, Will Tesla Accept DOGE Payments For Cars Soon?",2024-11-21,Neutral
FATCAT FIGHT: Jeff Bezos Fires Back at Elon Musk Over Inflammatory Claim He Trash Talked Donald Trump,2024-11-21,Neutral
Elon Musk Admits He Was Wrong After Jeff Bezos Shows Up On X To Knock Down False Election Claim,2024-11-21,Neutral
"Bitcoin Nears $95,000 As First Bitcoin ETF Options See Huge Volumes",2024-11-20,Positive
"Exclsuive $2,299 savings on Anker SOLIX F3800 power station, full Jackery Black Friday sale, Husqvarna tools, GE smoker, more",2024-11-21,Neutral
Tesla slow to make its superchargers more widely accessible,2024-11-21,Negative
"US-built 2025 Kia EV6 debuts with more battery, NACS port, and a fake gear shift",2024-11-21,Neutral
Bitcoin *IS* Happiness!,2024-11-21,Positive
Nvidia Crushes Earnings Expectations On AI Chip Demand,2024-11-20,Positive
Apple Stock In 2025: A Prediction On Where It's Price May Head,2024-11-21,Neutral
A Look Back On The Best And Worst Industries For Job Seekers In 2024,2024-11-21,Neutral
2026 Kia EV9 GT electric performance SUV debuts with 501 hp,2024-11-21,Neutral
"2025 Kia EV6 gains new looks, bigger battery",2024-11-21,Positive
These Stocks Are Moving the Most Today,2024-11-21,Neutral
Elon Musk and Vivek Ramaswamy To Launch 'Dogecast' Podcast,2024-11-21,Neutral
Billionaire Ken Griffin Increased His Position in Tesla Stock By 395%. Should You Buy Tesla During Its Post-Election Surge?,2024-11-21,Neutral
Jeff Bezos denies Tesla stock story and shares a laugh with Elon Musk,2024-11-21,Neutral
"Trump Could Make Biden’s EV Mandates Obsolete, Revamp Auto Industry With One Move",2024-11-21,Negative
New 501bhp Kia EV9 GT range-topper adds some bite to the stylish seven-seater,2024-11-21,Neutral
Can Tesla Stay Above the $1 Trillion Threshold In 2025?,2024-11-21,Neutral
[Removed],2024-11-21,Neutral
"Top US Securities Regulator To Exit, Clearing Way For Trump Pick",2024-11-21,Neutral
Panasonic to start mass production of battery that could transform electric cars: 'It will significantly revolutionize the battery and EV industry',2024-11-21,Positive
Tesla Cybertruck's stainless steel is no match for farking magnets...however they work [Fail],2024-11-21,Neutral
"2026 Ioniq 9 EV Boasts Hyundai's Biggest Battery, Tesla Supercharger Access",2024-11-21,Neutral
2026 Hyundai Ioniq 9 Is An Aero-Focused Three-Row SUV With 300 Miles Of Range In Every Trim,2024-11-21,Neutral
Musk outlines plans for mass cuts as Trump 'efficiency' czar,2024-11-20,Neutral
2026 Hyundai Ioniq 9 electric 3-row SUV bows with concept car looks,2024-11-21,Neutral
"'Hawk Tuah Girl' Gives Jeff Bezos Nickname Over Elon Musk, Trump Comment",2024-11-21,Neutral
"'Finally Able to Retire' – Dividend Investor Earning $5,130 Per Month on $622K Investment Shares Portfolio: Top 9 Stocks, ETFs",2024-11-21,Neutral
'Do You Sell Cars?': Tesla CEO Elon Musk Trolls Jaguar Rebrand on X,2024-11-20,Neutral
"MicroStrategy’s Bitcoin bet pays off – Flips Nvidia, Tesla in stock activity",2024-11-21,Neutral
"Inside Elon Musk’s plans for a private pre-school in Texas, which just got a permit to open and where children will learn to sweep, draw, and explore",2024-11-21,Neutral
"Google CEO Sundar Pichai Dials Donald Trump, Elon Musk Joins The Call",2024-11-21,Neutral
"BMW Group leads Malaysia’s premium EV segment, long term certainty needed for local assembly",2024-11-21,Positive
"Despite slowing sales, automakers are expanding electric vehicle models, including family haulers",2024-11-21,Neutral
xAI now valued at more than what Musk paid for Twitter,2024-11-21,Neutral
Dogecoin Slows Following Monster Gains—What Happened?,2024-11-21,Negative
Pastor Bob Larson will exorcise your inner demons — for a price,2024-11-21,Neutral
Hyundai unveils big electric SUV in fast-growing market,2024-11-21,Positive
Should I dump my holding in CBA shares and buy an ASX S&P 500 tracker instead?,2024-11-21,Neutral
Hyundai reveals all-electric Ioniq 9 three-row SUV,2024-11-21,Neutral
Embarrassed Teslas Drivers Buying Huge Numbers of Anti-Elon Bumper Stickers,2024-11-21,Positive
"Musk, Ramaswamy Eye Five-Day Office Week for Federal Workers",2024-11-21,Neutral
President-elect Trump takes on pro golf champion Dustin Johnson at Trump International Golf Course,2024-11-21,Neutral
"Elon Musk’s ‘first buddy’ role: Tesla CEO joins Trump, Google’s Sundar Pichai on call, strengthens political ties",2024-11-21,Positive
Elon Musk and Vivek Ramaswamy suggest DOGE will end work-from-home for federal employees,2024-11-21,Neutral
"Opinion: On Starlink’s entry into India, satcom spectrum and auctions",2024-11-21,Neutral
Elon Musk’s xAI Now Valued at $50 Billion Following Fresh Capital Injection,2024-11-21,Neutral
"‘Nostradamus’ of US election, Allan Lichtman, quits X; blames Musk, misinformation for getting prediction wrong",2024-11-21,Negative
"Elon Musk, Vivek Ramaswamy Eye 5-Day Office Week For Federal Workers",2024-11-21,Neutral
